title,description,recipeLink,keywords,ratingCount,ratingValue,recipeCategory,recipeCuisine,keywords_merged,recipeCategory_merged,recipeCuisine_merged,soup,imageLink
Salmon curry ,Satisfy your takeaway cravings at the same time as boosting your omega 3 intake with this simple salmon curry. Sarah likes to serve hers with chips for a treat but rice is easier for midweek meals. ,https://www.bbc.co.uk/food/recipes/salmon_curry_and_chips_43767,"creamy curries , fish curry, easy family dinners, winter, fish curry, salmon, dairy free, egg free, nut free, pregnancy friendly, Best Home Cook",19.0,4.8,Main course,,creamycurries fishcurry easyfamilydinners winter fishcurry salmon dairyfree eggfree nutfree pregnancyfriendly besthomecook,maincourse,nan,maincourse nan creamycurries fishcurry easyfamilydinners winter fishcurry salmon dairyfree eggfree nutfree pregnancyfriendly besthomecook,https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/salmon_curry_and_chips_43767_16x9.jpg
Honey cake,Try James Martin's super easy honey cake recipe for a bee-autiful afternoon tea. The honey you use will have quite an impact on the flavour of the cake - from a light orange blossom to a rich chestnut honey.,https://www.bbc.co.uk/food/recipes/honeycake_67599,"easy cake, easy cakes for mother�s day, st david's day baking, st david's day menu, afternoon tea, autumn, birthday party, father's day, st david's day, cake, honey, nut free, pregnancy friendly, vegetarian",23.0,4.5,Cakes and baking,,easycake easycakesformother�sday stdavid'sdaybaking stdavid'sdaymenu afternoontea autumn birthdayparty father'sday stdavid'sday cake honey nutfree pregnancyfriendly vegetarian,cakesandbaking,nan,cakesandbaking nan easycake easycakesformother�sday stdavid'sdaybaking stdavid'sdaymenu afternoontea autumn birthdayparty father'sday stdavid'sday cake honey nutfree pregnancyfriendly vegetarian,https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/honeycake_67599_16x9.jpg
Tuna melt,"This classic tuna melt can be made in a frying pan! If you like a little more texture to your toastie, it also works well with a tablespoon of finely diced celery folded through the filling. ",https://www.bbc.co.uk/food/recipes/classic_tuna_melt_37852,"quick, cheap ways to use tinned fish, good things on toast , hot sandwich, really good sandwiches, sandwich ideas, wholemeal meals, lunch, student food, sandwich, tinned tuna, wholemeal bread, egg free, nut free",17.0,4.8,Light meals & snacks,,quick cheapwaystousetinnedfish goodthingsontoast hotsandwich reallygoodsandwiches sandwichideas wholemealmeals lunch studentfood sandwich tinnedtuna wholemealbread eggfree nutfree,lightmeals&snacks,nan,lightmeals&snacks nan quick cheapwaystousetinnedfish goodthingsontoast hotsandwich reallygoodsandwiches sandwichideas wholemealmeals lunch studentfood sandwich tinnedtuna wholemealbread eggfree nutfree,https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/classic_tuna_melt_37852_16x9.jpg
Crustless quiche Lorraine,"This simplified version of the classic French tart requires no pastry skills, reducing the prep and cooking times. It is delicious served warm from the oven or cold as leftovers the following day, making it a great option for a work lunch or picnic. 

Each serving provides 270 kcal, 29g protein, 4g carbohydrate (of which 3g sugars), 15g fat (of which 4.5g saturates), 1g fibre and 2.4g salt.",https://www.bbc.co.uk/food/recipes/crustless_quiche_92164,"8 quality quiches, easy picnic, healthy and filling, healthy british classics, Quiche, egg, gluten free, nut free, pregnancy friendly",11.0,4.1,Main course,,8qualityquiches easypicnic healthyandfilling healthybritishclassics quiche egg glutenfree nutfree pregnancyfriendly,maincourse,nan,maincourse nan 8qualityquiches easypicnic healthyandfilling healthybritishclassics quiche egg glutenfree nutfree pregnancyfriendly,https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/crustless_quiche_92164_16x9.jpg
Courgette fritters,"Courgette fritters are an easy, cheap and quick vegetarian lunch or dinner. This recipe uses peas and cumin, but you can use whatever vegetables and spices you have.

Each serving provides 283 kcal, 15.5g protein, 24g carbohydrates (of which 4g sugars), 15.5g fat (of which 2.3g saturates), 3g fibre and 1.8g salt.",https://www.bbc.co.uk/food/recipes/courgettefritters_87587,"quick, al desko, british summer vegetables, budget dinners, celebrating early summer, easy picnic, easy veggie suppers , fresh vegetarian, fritter, get creative with courgettes, go green, nut-free snack, quick dinner, quick vegetarian, quick veggie, using fridge vegetables, hanukkah, lunch, student food, fritters, courgette, nut free, pregnancy friendly, vegetarian, summer, autumn",35.0,4.2,Light meals & snacks,,quick aldesko britishsummervegetables budgetdinners celebratingearlysummer easypicnic easyveggiesuppers freshvegetarian fritter getcreativewithcourgettes gogreen nut-freesnack quickdinner quickvegetarian quickveggie usingfridgevegetables hanukkah lunch studentfood fritters courgette nutfree pregnancyfriendly vegetarian summer autumn,lightmeals&snacks,nan,lightmeals&snacks nan quick aldesko britishsummervegetables budgetdinners celebratingearlysummer easypicnic easyveggiesuppers freshvegetarian fritter getcreativewithcourgettes gogreen nut-freesnack quickdinner quickvegetarian quickveggie usingfridgevegetables hanukkah lunch studentfood fritters courgette nutfree pregnancyfriendly vegetarian summer autumn,https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/courgettefritters_87587_16x9.jpg
Ras-el-hanout chicken wraps with a yoghurt sauce,Looking for a very easy but properly delicious supper? Try these Middle-Eastern inspired chicken wraps.,https://www.bbc.co.uk/food/recipes/ras-el-hanout_chicken_68989,"quick, al desko, super-easy meals to cook for your friends, lean meats, leftover roast meat, quick dinner, sleep-friendly, spring chicken recipes , street food, tv dinners, wrap it up, lunch, summer dinner, wraps, chicken breast, egg free, pregnancy friendly, Saturday Kitchen Best Bites",12.0,4.6,Main course,Turkish and Middle Eastern,quick aldesko super-easymealstocookforyourfriends leanmeats leftoverroastmeat quickdinner sleep-friendly springchickenrecipes streetfood tvdinners wrapitup lunch summerdinner wraps chickenbreast eggfree pregnancyfriendly saturdaykitchenbestbites,maincourse,turkishandmiddleeastern,maincourse turkishandmiddleeastern quick aldesko super-easymealstocookforyourfriends leanmeats leftoverroastmeat quickdinner sleep-friendly springchickenrecipes streetfood tvdinners wrapitup lunch summerdinner wraps chickenbreast eggfree pregnancyfriendly saturdaykitchenbestbites,https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/ras-el-hanout_chicken_68989_16x9.jpg
Healthy baked falafel,"This easy baked falafel recipe is made with fresh herbs, garlic and spices. Completely delicious but a spray of oil keeps the calorie count down. 
",https://www.bbc.co.uk/food/recipes/baked_falafel_with_09084,"easy picnic, easy picnic snacks, healthy recipes for kids, how to cook basic meals, make the most of tins, easy family dinners, falafel, chickpea, egg free, healthy, nut free, pregnancy friendly, vegetarian, Tom Kerridge's Lose Weight For Good",21.0,4.3,Main course,Turkish and Middle Eastern,easypicnic easypicnicsnacks healthyrecipesforkids howtocookbasicmeals makethemostoftins easyfamilydinners falafel chickpea eggfree healthy nutfree pregnancyfriendly vegetarian tomkerridge'sloseweightforgood,maincourse,turkishandmiddleeastern,maincourse turkishandmiddleeastern easypicnic easypicnicsnacks healthyrecipesforkids howtocookbasicmeals makethemostoftins easyfamilydinners falafel chickpea eggfree healthy nutfree pregnancyfriendly vegetarian tomkerridge'sloseweightforgood,https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/baked_falafel_with_09084_16x9.jpg
Mary Berry's scones,"Mary Berry's scones are a perfect tea-time treat, whether jam-and-cream-topped plain or packed with sultanas. 
 
Equipment: You will need a fluted 5cm/2in cutter.
",https://www.bbc.co.uk/food/recipes/tea_time_scones_77839,"quick, back to basics, easy picnic bakes, england's finest, english regional classics , mary berry favourites, retro baking, street party, valentine's day baking, ve day baking, afternoon tea, birthday party, mother's day, party food, picnic, scones, butter, nut free, pregnancy friendly, vegetarian, Mary Berry's Country House Secrets",186.0,4.5,Cakes and baking,British,quick backtobasics easypicnicbakes england'sfinest englishregionalclassics maryberryfavourites retrobaking streetparty valentine'sdaybaking vedaybaking afternoontea birthdayparty mother'sday partyfood picnic scones butter nutfree pregnancyfriendly vegetarian maryberry'scountryhousesecrets,cakesandbaking,british,cakesandbaking british quick backtobasics easypicnicbakes england'sfinest englishregionalclassics maryberryfavourites retrobaking streetparty valentine'sdaybaking vedaybaking afternoontea birthdayparty mother'sday partyfood picnic scones butter nutfree pregnancyfriendly vegetarian maryberry'scountryhousesecrets,https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/tea_time_scones_77839_16x9.jpg
Steak fajitas,"These spicy beef fajitas are packed with fresh flavours and are surprisingly low in calories if you use lean beef. 

This is a healthy dinner that can form part of a diet of 1200�1500 calories a day. 

Each serving provides 434 kcal, 30g protein, 46g carbohydrates (of which 16g sugars), 12g fat (of which 4g saturates), 13g fibre and 0.7g salt. ",https://www.bbc.co.uk/food/recipes/sizzling_steak_fajitas_04117,"quick, 15-minute healthy meals, 30 minute dinners, 500-calorie dinners, 6 quick and healthy, perfectly portioned dinners, england footballers' favourite foods, healthy and filling, healthy beef, healthy dinner, healthy family meals, low-calorie, quick beef, quick budget dinners, quick healthy, quick low-calorie dinners, quick mexican food, veg-packed comfort food, wholemeal meals, wrap it up, healthy diet plans, Fajitas, sirloin, rump, kidney beans, cherry tomatoes, yoghurt, egg free, healthy, nut free, pregnancy friendly",21.0,4.7,Main course,Mexican,quick 15-minutehealthymeals 30minutedinners 500-caloriedinners 6quickandhealthy perfectlyportioneddinners englandfootballers'favouritefoods healthyandfilling healthybeef healthydinner healthyfamilymeals low-calorie quickbeef quickbudgetdinners quickhealthy quicklow-caloriedinners quickmexicanfood veg-packedcomfortfood wholemealmeals wrapitup healthydietplans fajitas sirloin rump kidneybeans cherrytomatoes yoghurt eggfree healthy nutfree pregnancyfriendly,maincourse,mexican,maincourse mexican quick 15-minutehealthymeals 30minutedinners 500-caloriedinners 6quickandhealthy perfectlyportioneddinners englandfootballers'favouritefoods healthyandfilling healthybeef healthydinner healthyfamilymeals low-calorie quickbeef quickbudgetdinners quickhealthy quicklow-caloriedinners quickmexicanfood veg-packedcomfortfood wholemealmeals wrapitup healthydietplans fajitas sirloin rump kidneybeans cherrytomatoes yoghurt eggfree healthy nutfree pregnancyfriendly,https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/sizzling_steak_fajitas_04117_16x9.jpg
Nachos,"If you haven't learned how to make your own nachos, this is your moment.  Ellis Barrie shows you how easy it is to make the perfect snack for hungry mates.",https://www.bbc.co.uk/food/recipes/nachos_92445,"quick, american snacks, camping, dirty snacks , festival, full of beans , kid's party, make it easy, match food, match snacks, movie night snacks, new year's sharing, raid the freezer, sport tv dinners, tex-mex, the big night in, tv dinners, birthday party, halloween, party food, student food, nachos, beef mince, egg free, nut free, pregnancy friendly",48.0,4.6,Starters & nibbles,Mexican,quick americansnacks camping dirtysnacks festival fullofbeans kid'sparty makeiteasy matchfood matchsnacks movienightsnacks newyear'ssharing raidthefreezer sporttvdinners tex-mex thebignightin tvdinners birthdayparty halloween partyfood studentfood nachos beefmince eggfree nutfree pregnancyfriendly,starters&nibbles,mexican,starters&nibbles mexican quick americansnacks camping dirtysnacks festival fullofbeans kid'sparty makeiteasy matchfood matchsnacks movienightsnacks newyear'ssharing raidthefreezer sporttvdinners tex-mex thebignightin tvdinners birthdayparty halloween partyfood studentfood nachos beefmince eggfree nutfree pregnancyfriendly,https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/nachos_92445_16x9.jpg
"Tomato, chickpea and pasta soup","This cheap, quick and easy soup is based on an Italian classic: Pasta e ceci. If you�ve got any fresh herbs to hand, sprinkle a small handful over each bowl of soup before serving. Flatleaf parsley, basil and sage would all work well. 

Each serving provides 391 kcal, 14g protein, 44g carbohydrate (of which 8g sugars), 15g fat (of which 2g saturates), 10g fibre and 0.1g salt.
",https://www.bbc.co.uk/food/recipes/tomato_chickpea_and_78792,"quick, easy chickpea, 15 minute meals, 20 minute meals, 4-ingredient soups, 5 ingredient meals, 6 ingredient one-pot dinners, affordable 30-minute meals for two , easy soup, everyday vegan, filling soups, flask lunch ideas, healthy mediterranean , food to eat when you are sick, healthy lunch ideas, healthy and filling soup, make the most of tins, perfect pulses, store cupboard, vegan soups, summery soup, winter soups, easy family dinners, lunch, student food, winter, vegetable soup, chickpea, pasta, dairy free, egg free, healthy, nut free, pregnancy friendly",17.0,4.5,Light meals & snacks,Italian,quick easychickpea 15minutemeals 20minutemeals 4-ingredientsoups 5ingredientmeals 6ingredientone-potdinners affordable30-minutemealsfortwo easysoup everydayvegan fillingsoups flasklunchideas healthymediterranean foodtoeatwhenyouaresick healthylunchideas healthyandfillingsoup makethemostoftins perfectpulses storecupboard vegansoups summerysoup wintersoups easyfamilydinners lunch studentfood winter vegetablesoup chickpea pasta dairyfree eggfree healthy nutfree pregnancyfriendly,lightmeals&snacks,italian,lightmeals&snacks italian quick easychickpea 15minutemeals 20minutemeals 4-ingredientsoups 5ingredientmeals 6ingredientone-potdinners affordable30-minutemealsfortwo easysoup everydayvegan fillingsoups flasklunchideas healthymediterranean foodtoeatwhenyouaresick healthylunchideas healthyandfillingsoup makethemostoftins perfectpulses storecupboard vegansoups summerysoup wintersoups easyfamilydinners lunch studentfood winter vegetablesoup chickpea pasta dairyfree eggfree healthy nutfree pregnancyfriendly,https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/tomato_chickpea_and_78792_16x9.jpg
