id,recipe_id,ingredient_name,Quantity,Comment,Wrong_Name,Column1,_1,_2,_3,_4,_5
437,31,caster sugar,100g/3�oz golden,plus 2 tbsp,FALSO,,,,,,
438,31,eggs,4 medium free-range,,FALSO,,,,,,
439,31,vanilla extract,2 tsp,,FALSO,,,,,,
440,31,self-raising flour,300g/10�oz,,FALSO,,,,,,
441,31,berries,500g/1lb 2oz mixed fresh or frozen,,FALSO,,,,,,
442,31,cinnamon,� tsp ground,,FALSO,,,,,,
443,31,ground ginger,� tsp,,FALSO,,,,,,
444,32,turbot,2 x 350g/12oz," steak on the bone, dark skin side removed",FALSO,,,,,,
445,32,olive oil,2 tbsp,,FALSO,,,,,,
446,32,butter,50g/1�oz,,FALSO,,,,,,
447,32,thyme,2, sprigs,FALSO,,,,,,
448,32,lemon,1,juice only,FALSO,,,,,,
449,32,salt,,,VERDADEIRO,,,,,,
450,32,courgettes,2,thinly sliced,FALSO,,,,,,
451,32,watercress,1 bunch,,FALSO,,,,,,
452,32,olive oil,100ml/3� fl oz,,FALSO,,,,,,
453,32,garlic,1," clove, smashed ",FALSO,,,,,,
454,32,pine nuts,2 tbsp,,FALSO,,,,,,
455,32,red wine vinegar,50ml/2fl oz,,FALSO,,,,,,
456,32,caster sugar,40g/1�oz,,FALSO,,,,,,
457,32,raisins,2 tbsp golden,soaked in boiling water,FALSO,,,,,,
458,32,red onion,�,thinly sliced,FALSO,,,,,,
459,32,bay leaf,1,,FALSO,,,,,,
460,32,parsley,1 tbsp chopped,,FALSO,,,,,,
461,33,pork belly,1kg/2lb 4oz,,FALSO,,,,,,
462,33,salt,100g/3�oz,,FALSO,,,,,,
463,33,duck fat,1 litre/1� pint,or pork fat,FALSO,,,,,,
464,33,coriander seeds,1 tbsp,,FALSO,,,,,,
465,33,garlic,1 head,,FALSO,,,,,,
466,33,bay leaf,1,,FALSO,,,,,,
467,33,thyme,few, sprigs,FALSO,,,,,,
468,33,star anise,2,,FALSO,,,,,,
469,33,langoustines,6,,FALSO,,,,,,
470,33,olive oil,2 tbsp,,FALSO,,,,,,
471,33,lardo,6 wafer-thin strips,,VERDADEIRO,,,,,,
472,33,black pepper,,to taste,FALSO,,,,,,
473,33,lemon,1,juice only,FALSO,,,,,,
474,33,beef tomatoes,4 ripe,roughly chopped,FALSO,,,,,,
475,33,pepper,1 red,"seeds removed, roughly chopped",FALSO,,,,,,
476,33,cucumber,�,roughly chopped,FALSO,,,,,,
477,33,shallot,1 banana,roughly chopped,FALSO,,,,,,
478,33,olive oil,2�3 tbsp,,FALSO,,,,,,
479,33,sherry vinegar,2 tsp,,FALSO,,,,,,
480,33,smoked paprika,1 tsp sweet,,FALSO,,,,,,
481,33,cherry tomatoes,1 handful mixed colour,,FALSO,,,,,,
482,33,Little Gem lettuce,1,cut thinly lengthways,FALSO,,,,,,
483,33,olive oil,dash,,FALSO,,,,,,
484,33,basil,few, leaves,FALSO,,,,,,
485,33,salt,,,VERDADEIRO,,,,,,
486,34,vegetable oil,1 tsp,,FALSO,,,,,,
487,34,oxtail,2kg/4lb 8oz," on the bone, cut into 5cm/2in thick pieces",FALSO,,,,,,
488,34,onions,2,roughly chopped,FALSO,,,,,,
489,34,carrots,4,peeled and grated,FALSO,,,,,,
490,34,celery,4," sticks, roughly chopped",FALSO,,,,,,
491,34,garlic,4," cloves, finely grated or crushed",FALSO,,,,,,
492,34,thyme,2 tsp dried,,FALSO,,,,,,
493,34,oregano,2 tsp dried,,FALSO,,,,,,
494,34,tomato pur�e,2 tbsp,,FALSO,,,,,,
495,34,chopped tomatoes,400g tin,,FALSO,,,,,,
496,34,beef stock,1 reduced salt, cube,FALSO,,,,,,
497,34,salt,,,VERDADEIRO,,,,,,
498,34,potatoes,12 small�medium Maris Piper,,FALSO,,,,,,
499,34,plain flour,200g/7oz �00�,plus extra for dusting,FALSO,,,,,,
500,34,Parmesan,30g/1oz,finely grated,FALSO,,,,,,
501,34,sea salt,� tsp,,FALSO,,,,,,
502,34,nutmeg,� tsp freshly grated,,FALSO,,,,,,
503,34,black pepper,freshly ground,,FALSO,,,,,,
504,34,egg yolks,2 free-range,,FALSO,,,,,,
505,34,parsley,handful fresh flatleaf,"roughly chopped, to garnish",FALSO,,,,,,
506,35,turkey mince,500g/1lb 2oz,,FALSO,,,,,,
507,35,courgette,500g/1lb 2oz grated,,FALSO,,,,,,
508,35,herbs,2 tsp dried Italian,,FALSO,,,,,,
509,35,bicarbonate of soda,2 tsp,,FALSO,,,,,,
510,35,dried chilli,� tsp, flakes,FALSO,,,,,,
511,35,capers,2 tbsp drained,roughly chopped ,FALSO,,,,,,
512,35,olive oil,, spray,FALSO,,,,,,
513,35,salt,,,VERDADEIRO,,,,,,
514,35,red cabbage,100g/3�oz,finely shredded,FALSO,,,,,,
515,35,white cabbage,200g/7oz,finely shredded,FALSO,,,,,,
516,35,salt,1 tsp,,FALSO,,,,,,
517,35,carrot,1 large,peeled and grated,FALSO,,,,,,
518,35,fennel seeds,1 tsp toasted,ground,FALSO,,,,,,
519,35,white wine vinegar,1 tbsp,,FALSO,,,,,,
520,35,yoghurt,60g/2�oz 0% fat Greek-style,,FALSO,,,,,,
521,35,mayonnaise,2 tbsp half-fat,,FALSO,,,,,,
522,35,mozzarella,4 slices half-fat, (30g/1oz each),FALSO,,,,,,
523,35, burger buns,4 large,toasted (optional) + wholemeal,VERDADEIRO,,,,,,
524,35,beef tomato,4 thick slices,,FALSO,,,,,,
525,35,rocket,50g/1�oz, leaves,FALSO,,,,,,
526,36,chicken,1 large skinless, crown (1kg/2lb 4oz),FALSO,,,,,,
527,36,lemon,�,juice only,FALSO,,,,,,
528,36,ginger,5cm/2in piece fresh root,finely grated,FALSO,,,,,,
529,36,garlic,4 large," cloves, grated",FALSO,,,,,,
530,36,curry powder,2 tbsp medium Madras,,FALSO,,,,,,
531,36,smoked paprika,2 heaped tsp,,FALSO,,,,,,
532,36,salt,large pinch,,FALSO,,,,,,
533,36,yoghurt,100g/3�oz 0% fat Greek-style,,FALSO,,,,,,
534,36,sunflower oil,1 tbsp,,FALSO,,,,,,
535,36,onions,2 large,finely chopped,FALSO,,,,,,
536,36,garlic,2 large," cloves, grated",FALSO,,,,,,
537,36,ginger,2.5cm/1in piece fresh root,finely grated,FALSO,,,,,,
538,36,turmeric,1 tsp ground,,FALSO,,,,,,
539,36,paprika,2 tsp ground,,FALSO,,,,,,
540,36,coriander,2 tsp ground,,FALSO,,,,,,
541,36,tomato pur�e,1 tbsp,,FALSO,,,,,,
542,36,chopped tomatoes,400g tin,,FALSO,,,,,,
543,36,pepper,1 large red,"cored, seeds removed, finely chopped",FALSO,,,,,,
544,36,pepper,1 large green,"cored, seeds removed, finely chopped",FALSO,,,,,,
545,36,yoghurt,150g/5�oz 0% fat plain,,FALSO,,,,,,
546,36,coriander,2 tbsp finely chopped,,FALSO,,,,,,
547,36,salt,,,VERDADEIRO,,,,,,
548,36,red onion,1 small,finely chopped,FALSO,,,,,,
549,36,tomatoes,2 large,finely chopped,FALSO,,,,,,
550,36,cucumber,?," (150g/5�oz), finely chopped",FALSO,,,,,,
551,36,lime,�,juice only,FALSO,,,,,,
552,36,chaat masala,1 tsp,,FALSO,,,,,,
553,36,coriander,," leaves, roughly torn",FALSO,,,,,,
554,36,basmati rice,320g/11�oz,cooked with salt and a pinch of saffron strands (optional),FALSO,,,,,,
555,37,lamb mince,175g/6oz 20% fat,,FALSO,,,,,,
556,37,lamb,175g/6oz diced," leg meat, visible fat removed",FALSO,,,,,,
557,37,garlic,2," cloves, finely grated",FALSO,,,,,,
558,37,sea salt,� tsp flaky,,FALSO,,,,,,
559,37,bicarbonate of soda,� tsp,,FALSO,,,,,,
560,37,cumin,2 tsp ground,,FALSO,,,,,,
561,37,paprika,1 tsp ground,,FALSO,,,,,,
562,37,onion,1 tsp, powder,FALSO,,,,,,
563,37,oregano,1 tsp dried,,FALSO,,,,,,
564,37,dried chilli,pinch, flakes,FALSO,,,,,,
565,37,black pepper,freshly ground,,FALSO,,,,,,
566,37,yoghurt,100ml/3�fl oz 0% fat plain,,FALSO,,,,,,
567,37,mint,2 tbsp finely chopped , leaves,FALSO,,,,,,
568,37,pinch granulated sweetener,,,FALSO,,,,,,
569,37,salt,pinch,,FALSO,,,,,,
570,37,medium corn tortillas,2 ,,VERDADEIRO,,,,,,
571,37,iceberg lettuce,40g/1�oz,shredded,FALSO,,,,,,
572,37,cucumber,50g/1�oz,thinly sliced,FALSO,,,,,,
573,37,tomatoes,2 ,thinly sliced,VERDADEIRO,,,,,,
574,37,red onion, � small,thinly sliced,FALSO,,,,,,
575,37,chillies,6 pickled,,FALSO,,,,,,
576,37,hot sauce (optional,,ot sauce (optional),VERDADEIRO,,,,,,
577,38,leg of lamb,large,"or shoulder, bone in, approx 2kg/4lb 8oz",FALSO,,,,,,
578,38,thyme,3 tbsp chopped fresh,,FALSO,,,,,,
579,38,paprika,1 tbsp,,FALSO,,,,,,
580,38,olive oil,2 tbsp,,FALSO,,,,,,
581,38,garlic,2," cloves, sliced into slivers",FALSO,,,,,,
582,38,onions,3,thickly sliced,FALSO,,,,,,
583,38,peppers,2 red,chopped into large pieces,FALSO,,,,,,
584,38,aubergine,1 large,chopped into large pieces,FALSO,,,,,,
585,38,chopped tomatoes,400g tin,,FALSO,,,,,,
586,38,chicken stock,300ml/� pint beef or,,FALSO,,,,,,
587,38,sun-dried tomato paste,2 tbsp,,VERDADEIRO,,,,,,
588,38,bay leaves,3 fresh,,FALSO,,,,,,
589,38,honey,1 tbsp,,FALSO,,,,,,
590,38,salt,,,VERDADEIRO,,,,,,
591,39,brioche,�," loaf, cut into 5mm/�in slices",FALSO,,,,,,
592,39,butter,175g/6oz,"softened, plus extra for greasing",FALSO,,,,,,
593,39,caster sugar,175g/6oz,,FALSO,,,,,,
594,39,ground almonds,175g/6oz,,FALSO,,,,,,
595,39,almond extract,1 tsp,,FALSO,,,,,,
596,39,eggs,3 free-range,beaten,FALSO,,,,,,
597,39,plain flour,25g/1oz,,FALSO,,,,,,
598,39,apples,2 red dessert,"cored and sliced, skin on",FALSO,,,,,,
599,39,apricot jam,2 tbsp,,FALSO,,,,,,
600,39,flaked almonds,1 tbsp,toasted,FALSO,,,,,,
601,39,icing sugar,,for dusting,FALSO,,,,,,
602,40,butter,50g/1�oz,,FALSO,,,,,,
603,40,white bread,4 slices,,FALSO,,,,,,
604,40,Dijon mustard,2 tbsp,,FALSO,,,,,,
605,40,ham,4 thin slices smoked,,FALSO,,,,,,
606,40,Gruy�re,100g/3�oz," cheese, coarsely grated",FALSO,,,,,,
607,40,plain flour,15g/�oz,,FALSO,,,,,,
608,40,milk,150ml/5fl oz hot full-fat,,FALSO,,,,,,
609,40,nutmeg,pinch ground,,FALSO,,,,,,
610,40,salt,,,VERDADEIRO,,,,,,
611,41,amaretti,100g/3�oz," biscuits (crunchy, not morbidi)",FALSO,,,,,,
612,41,butter,30g/1oz unsalted,,FALSO,,,,,,
613,41,plums,1kg/2lb 4oz red,"quartered if large, halved if small, stones removed",FALSO,,,,,,
614,41,sugar,2 tbsp,,FALSO,,,,,,
615,41,lemon,�,zest and juice,FALSO,,,,,,
616,41,plain flour,150g/5�oz,,FALSO,,,,,,
617,41,baking powder,1 tsp,,FALSO,,,,,,
618,41,butter,100g/3�oz cold unsalted,cut into small dice,FALSO,,,,,,
619,41,sugar,3 tbsp,,FALSO,,,,,,
620,42,new potatoes,500g/1lb 2oz baby,washed and halved but not peeled,FALSO,,,,,,
621,42,olive oil,3 tbsp,,FALSO,,,,,,
622,42,dried chilli,� tsp, flakes,FALSO,,,,,,
623,42,mint,1 tsp dried,,FALSO,,,,,,
624,42,celery salt,� tsp,,VERDADEIRO,,,,,,
625,42,lamb cutlets,8 ,"preferably organic, trimmed of fat",VERDADEIRO,,,,,,
626,42,rocket,100g/3�oz,,FALSO,,,,,,
627,42,sea salt,1 tsp, flakes or � tsp pouring salt,FALSO,,,,,,
628,42,parsley,1 tbsp chopped fresh,,FALSO,,,,,,
629,42,mint,1 tbsp chopped fresh,,FALSO,,,,,,
630,43,cocoa pasta,100g/3�oz,or chocolate pasta,FALSO,,,,,,
631,43,salt,pinch,,FALSO,,,,,,
632,43,pecans,50g/1�oz,roughly broken up,FALSO,,,,,,
633,43,butter,50g/1�oz unsalted,softened,FALSO,,,,,,
634,43,brown sugar,50g/1�oz dark,,FALSO,,,,,,
635,43,double cream,100ml/3�fl oz,plus extra to serve,FALSO,,,,,,
636,44,olive oil,2 tbsp,,FALSO,,,,,,
637,44,red onion,�,thinly sliced,FALSO,,,,,,
638,44,courgette,1,halved lengthways and sliced,FALSO,,,,,,
639,44,chickpeas,400g tin,drained and rinsed,FALSO,,,,,,
640,44,harissa,2 tbsp, paste,FALSO,,,,,,
641,44,cherry tomatoes,8�10,halved,FALSO,,,,,,
642,44,lemon,�,juice only,FALSO,,,,,,
643,44,yoghurt,6 tbsp plain,,FALSO,,,,,,
644,44,coriander,finely chopped flatleaf parsley or,,FALSO,,,,,,
645,44,salt,,,VERDADEIRO,,,,,,
646,45,eggs,2 large free-range,,FALSO,,,,,,
647,45,olive oil,1 tbsp light,,FALSO,,,,,,
648,45,cumin,2 tsp, seeds,FALSO,,,,,,
649,45,mustard seeds,1 tsp black,,FALSO,,,,,,
650,45,curry powder,2 tbsp medium,plus extra for sprinkling,FALSO,,,,,,
651,45,garlic,1 tsp, granules,FALSO,,,,,,
652,45,ground ginger,1 tsp,,FALSO,,,,,,
653,45,chopped tomatoes,400g tin,,FALSO,,,,,,
654,45,chickpeas,400g tin,drained and rinsed,FALSO,,,,,,
655,45,lemon juice,1 tbsp,,FALSO,,,,,,
656,45,water,100ml/3�fl oz,boiling,VERDADEIRO,,,,,,
657,45,spinach,180g/6oz baby leaf,,FALSO,,,,,,
658,45,salt,,,VERDADEIRO,,,,,,
659,45,coriander,2 tbsp chopped fresh,to garnish,FALSO,,,,,,
660,46,olive oil,1 tbsp extra virgin,plus extra for drizzling,FALSO,,,,,,
661,46,garlic,2 large," cloves, thinly sliced",FALSO,,,,,,
662,46,chickpeas,400g tin,,FALSO,,,,,,
663,46,chopped tomatoes,400g tin,,FALSO,,,,,,
664,46,vegetable stock,400ml/14fl oz,,FALSO,,,,,,
665,46,pasta,50g/1�oz small, shapes,FALSO,,,,,,
666,46,black pepper,freshly ground sea salt and,,FALSO,,,,,,
667,47,self-raising flour,175g/6oz,,FALSO,,,,,,
668,47,baking powder,1 rounded tsp,,FALSO,,,,,,
669,47,eggs,3 large, at room temperature,FALSO,,,,,,
670,47,butter,175g/6oz very soft,,FALSO,,,,,,
671,47,caster sugar,175g/6oz golden,,FALSO,,,,,,
672,47,vanilla extract,� tsp,,FALSO,,,,,,
673,47,icing sugar,a little sifted,for dusting,FALSO,,,,,,
674,47,passion fruit,6,,FALSO,,,,,,
675,47,mascarpone,250g/9oz,,FALSO,,,,,,
676,47,caster sugar,1 level dessertspoon golden,,FALSO,,,,,,
677,47,vanilla extract,1 tsp,,FALSO,,,,,,
678,47,fromage frais,200ml/7fl oz,,FALSO,,,,,,
679,48,dark chocolate,225g/8oz, (75 per cent cocoa solids),FALSO,,,,,,
680,48,eggs,2 large,separated,FALSO,,,,,,
681,48,cherries,1 jar pitted morello,,FALSO,,,,,,
682,48,cherry brandy,2 tbsp,,FALSO,,,,,,
683,48,double cream,225ml/8fl oz ,,FALSO,,,,,,
684,48,eggs,6 large,separated,FALSO,,,,,,
685,48,caster sugar,150g/5oz,,FALSO,,,,,,
686,48,cocoa powder,50g/2oz,sifted,FALSO,,,,,,
687,48,dark chocolate,100g/3�oz, (75 % cocoa solids),FALSO,,,,,,
688,48,cherry,1 level tbsp morello, jam,FALSO,,,,,,
689,48,cocoa powder,a little,,FALSO,,,,,,
690,49,strong plain flour,500g/1lb 2oz,plus extra for dusting,VERDADEIRO,,,,,,
691,49,yeast,1 x 7g sachet easy-blend dried,,FALSO,,,,,,
692,49,brown sugar,1 tbsp soft light,,FALSO,,,,,,
693,49,salt,1 tbsp sea, flakes,FALSO,,,,,,
694,49,water,350ml/12�fl oz,warm,VERDADEIRO,,,,,,
695,49,vegetable oil,,for greasing,FALSO,,,,,,
696,49,butter,275g/9�oz,plus extra to serve,FALSO,,,,,,
697,49,lard,100g/3�oz,,FALSO,,,,,,
698,49,jam,ready-made,to serve,FALSO,,,,,,
699,50,oil,2 tbsp,for frying,FALSO,,,,,,
700,50,onion,1,finely chopped,FALSO,,,,,,
701,50,pepper,1 red,"seeds removed, chopped",FALSO,,,,,,
702,50,pepper,1 green,"seeds removed, chopped",FALSO,,,,,,
703,50,chilli,1 scotch bonnet,"seeds removed, chopped",FALSO,,,,,,
704,50,salt cod,450g/1lb,soaked in water overnight (water changed several times),FALSO,,,,,,
705,50,ackee,450g/1lb canned,drained,FALSO,,,,,,
706,50,thyme,1 tbsp fresh, leaves,FALSO,,,,,,
707,50,black pepper,pinch,,FALSO,,,,,,
708,50,butter,100g/3�oz,,FALSO,,,,,,
709,50,spinach,400g/14oz callaloo (substitute with fresh, leaves if unavailable),FALSO,,,,,,
710,50,nutmeg,1 tsp freshly grated,,FALSO,,,,,,
711,50,salt,,,VERDADEIRO,,,,,,
712,50,seeds,"3 tomatoes,"," removed, chopped",FALSO,,,,,,
713,50,hot Jamaican sauce,,to serve + ready-made,VERDADEIRO,,,,,,
714,50,tomatoes,3 ,roughly chopped,VERDADEIRO,,,,,,
715,51,vegetable oil,1 tbsp,,FALSO,,,,,,
716,51,onions,2,thinly sliced,FALSO,,,,,,
717,51,garlic,3 tbsp finely crushed,,FALSO,,,,,,
718,51,thyme,pinch, leaves,FALSO,,,,,,
719,51,Scotch bonnet chilli,1 tsp finely chopped,,FALSO,,,,,,
720,51,pepper,� green,finely chopped,FALSO,,,,,,
721,51,pepper,� red,finely chopped,FALSO,,,,,,
722,51,tomato,1,finely chopped,FALSO,,,,,,
723,51,salt cod,240g/8�oz boiled,broken into flakes,FALSO,,,,,,
724,51,ackee,200g/7oz tinned,drained and left whole,FALSO,,,,,,
725,51,pepper,1 red,deseeded and thinly sliced,FALSO,,,,,,
726,51,pepper,1 green,deseeded and thinly sliced,FALSO,,,,,,
727,51,onion,1,thinly sliced,FALSO,,,,,,
728,51,thyme,2 sprigs fresh,leaves picked,FALSO,,,,,,
729,51,garlic,2," cloves, thinly sliced",FALSO,,,,,,
730,51,scotch bonnet chilli,�,deseeded and finely chopped,FALSO,,,,,,
731,51,olive oil,2 tbsp,,FALSO,,,,,,
732,51,white wine vinegar,100ml/3�fl oz,,FALSO,,,,,,
733,51,caster sugar,50g/1�oz,,FALSO,,,,,,
734,51,eggs,2 free-range,,FALSO,,,,,,
735,51,avocado,1,"destoned, peeled and sliced",FALSO,,,,,,
736,52,onions,2,,FALSO,,,,,,
737,52,carrots,2,,FALSO,,,,,,
738,52,olive oil,2 tbsp,plus extra for drizzling,FALSO,,,,,,
739,52,tomatoes,3-4 ripe,,FALSO,,,,,,
740,52,bay leaf,1,,FALSO,,,,,,
741,52,cannellini beans,a few large handfuls of pre-cooked,,FALSO,,,,,,
742,52,vegetable stock,,,FALSO,,,,,,
743,52,orange,a few slices of, peel,FALSO,,,,,,
744,52,parmesan,1," rind, or vegetarian alternative, optional",FALSO,,,,,,
745,52,salt,,,VERDADEIRO,,,,,,
746,52,chard,1 handful, stalks (and leaves if young),FALSO,,,,,,
747,52,parsley,fresh,chopped,FALSO,,,,,,
748,52,French stick,,to serve,VERDADEIRO,,,,,,
749,53,oil,3-4 tsp,,FALSO,,,,,,
750,53,onion,1,sliced,FALSO,,,,,,
751,53,leg of lamb,500g/1 lb boneless,diced,FALSO,,,,,,
752,53,ginger,2 tbsp, paste,FALSO,,,,,,
753,53,garlic,2 tbsp, paste,FALSO,,,,,,
754,53,salt,, to taste,FALSO,,,,,,
755,53,white pepper,, to taste,FALSO,,,,,,
756,53,chilli powder,pinch,,FALSO,,,,,,
757,53,garam masala,� tsp,,FALSO,,,,,,
758,53,plum,500g/1 lb, tomatoes,FALSO,,,,,,
759,53,tomato pur�e,1 tsp,,FALSO,,,,,,
760,53,yoghurt,50g/2oz,,FALSO,,,,,,
761,53,ginger,root," cut into strips, to garnish",FALSO,,,,,,
762,54,plain flour,275g/10oz,plus extra for dusting,FALSO,,,,,,
763,54,olive oil,1 tbsp,,FALSO,,,,,,
764,54,salt,1 tsp,,FALSO,,,,,,
765,54,yeast,7g fast-action,,FALSO,,,,,,
766,54,caster sugar,� tsp,,FALSO,,,,,,
767,54,tepid water,200�300ml/7�10fl oz,,VERDADEIRO,,,,,,
768,54,parsley,2 tbsp chopped fresh,to serve,FALSO,,,,,,
769,54,sunflower oil,1 tbsp,,FALSO,,,,,,
770,54,lamb mince,200g/7oz,,FALSO,,,,,,
771,54,onion,1,diced,FALSO,,,,,,
772,54,garlic,2," cloves, chopped",FALSO,,,,,,
773,54,coriander,1 tsp ground,,FALSO,,,,,,
774,54,chilli powder,� tsp,,FALSO,,,,,,
775,54,tomato pur�e,1 tbsp,,FALSO,,,,,,
776,54,fresh coriander,� tbsp chopped,,FALSO,,,,,,
777,54,mint,� tbsp chopped fresh,,FALSO,,,,,,
778,54,butter,25g/1oz unsalted,melted,FALSO,,,,,,
779,54,spinach,2 handfuls of,,FALSO,,,,,,
780,54,walnuts,100g/3�oz,,FALSO,,,,,,
781,54,mozzarella,200g/7oz,torn,FALSO,,,,,,
782,54,feta,175g/6oz,crumbled,FALSO,,,,,,
783,54,eggs,2 free-range,,FALSO,,,,,,
784,55,ice cream,4 scoops vanilla,,FALSO,,,,,,
785,55,coffee,4 shots of espresso,,FALSO,,,,,,
786,56,sirloin,4 x 300g/10�oz aged, steaks,FALSO,,,,,,
787,56,olive oil,4 tbsp,,FALSO,,,,,,
788,56,salt,,,VERDADEIRO,,,,,,
789,56,red cabbage,�,thinly sliced,FALSO,,,,,,
790,56,red onion,1 small,thinly sliced,FALSO,,,,,,
791,56,pear,1 Asian,peeled and finely chopped,FALSO,,,,,,
792,56,coconut,�,"� shaved, � grated",FALSO,,,,,,
793,56,fresh coriander,2 tbsp, leaves,FALSO,,,,,,
794,56,mint,2 tbsp fresh, leaves,FALSO,,,,,,
795,56,sesame seeds,4 tbsp,,FALSO,,,,,,
796,56,limes,2,juice only,FALSO,,,,,,
797,56,garlic,4," cloves, crushed",FALSO,,,,,,
798,56,ginger,2 tbsp finely grated,,FALSO,,,,,,
799,56,palm sugar,2 tbsp,,FALSO,,,,,,
800,56,fish sauce,4 tbsp,,FALSO,,,,,,
801,56,soy sauce,6 tbsp,,FALSO,,,,,,
802,56,chillies,2 red,"1 finely chopped, 1 sliced",FALSO,,,,,,
803,56,mint,2 tbsp chopped fresh, leaves,FALSO,,,,,,
804,56,fresh coriander,2 tbsp chopped, leaves,FALSO,,,,,,
805,56,hazelnuts,2 tbsp toasted,roughly chopped,FALSO,,,,,,
806,56,lime,1,halved,FALSO,,,,,,
807,57,egg yolks,3 free-range,,FALSO,,,,,,
808,57,garlic,4 cloves,,FALSO,,,,,,
809,57,lemon,�,juice only,FALSO,,,,,,
810,57,salt,,,VERDADEIRO,,,,,,
811,57,olive oil,150ml/5fl oz extra virgin,,FALSO,,,,,,
812,57,mustard powder,,optional,FALSO,,,,,,
813,57,saffron,,optional,FALSO,,,,,,
814,58,eggs,6 large free-range,,FALSO,,,,,,
815,58,soy sauce,100ml/3�fl oz light,,FALSO,,,,,,
816,58,mirin,100ml/3�fl oz,,FALSO,,,,,,
817,58,sake,100ml/3�fl oz,,FALSO,,,,,,
818,58,caster sugar,6 tbsp,,FALSO,,,,,,
819,59,almonds,200g/7oz whole blanched,,FALSO,,,,,,
820,59,white bread,75g/2�oz,crusts removed,FALSO,,,,,,
821,59,water,600ml/20fl oz,iced,VERDADEIRO,,,,,,
822,59,garlic,2 fat," cloves, finely chopped",FALSO,,,,,,
823,59,cucumber,�,"peeled, deseeded and roughly chopped",FALSO,,,,,,
824,59,olive oil,75ml/2�fl oz,,FALSO,,,,,,
825,59,white wine vinegar,1-2 tbsp sherry vinegar or,,FALSO,,,,,,
826,59,white pepper,salt and,,FALSO,,,,,,
827,59,flaked almonds,1 tbsp,,FALSO,,,,,,
828,59,grapes,24 seedless green,peeled and halved,FALSO,,,,,,
829,59,olive oil,2 tbsp,,FALSO,,,,,,
830,60,wholemeal flour,250g/9oz,plus extra for dusting,FALSO,,,,,,
831,60,salt,� tsp,,FALSO,,,,,,
832,60,olive oil,7 tsp,,FALSO,,,,,,
833,60,ajwain,1� tsp, seeds,FALSO,,,,,,
834,61,butter,70g/2�oz,,FALSO,,,,,,
835,61,olive oil,1 tbsp,,FALSO,,,,,,
836,61,lamb shoulder,1.2kg/2lb 12oz boned,cut into 5cm/2in cubes,FALSO,,,,,,
837,61,garlic,4," cloves, grated",FALSO,,,,,,
838,61,oregano,1 tsp dried,,FALSO,,,,,,
839,61,long-grain rice,60g/2�oz,rinsed,FALSO,,,,,,
840,61,plain flour,50g/1�oz,,FALSO,,,,,,
841,61,yoghurt,600ml/20fl oz Greek-style,,FALSO,,,,,,
842,61,eggs,4 free-range,beaten,FALSO,,,,,,
843,61,nutmeg,freshly grated,to finish,FALSO,,,,,,
844,61,salt,,,VERDADEIRO,,,,,,
845,62,currants,500g/1Ib 2oz small,,FALSO,,,,,,
846,62,raisins,140g/5oz,,FALSO,,,,,,
847,62,peel,140g/5oz mixed,,FALSO,,,,,,
848,62,beer,500ml/17fl oz bottle strong bottled,such as Black Sheep Brewery Riggwelter Strong Ale,FALSO,,,,,,
849,62,brown sugar,180g/7oz soft dark,,FALSO,,,,,,
850,62,self-raising flour,150g/5�oz,,FALSO,,,,,,
851,62,self-raising flour,180g/7oz wholemeal,,FALSO,,,,,,
852,62,mixed spice,3 tsp,,VERDADEIRO,,,,,,
853,62,eggs,3 free-range,,FALSO,,,,,,
854,63,plain flour,245g/9�oz,plus extra for dusting,FALSO,,,,,,
855,63,salt,�tsp,,FALSO,,,,,,
856,63,butter,210g/7�fl oz,"softened, plus 40g/1�oz",FALSO,,,,,,
857,63,water,130ml/4�fl oz,cold,VERDADEIRO,,,,,,
858,64,bacon,2 rashers back,all visible fat removed,FALSO,,,,,,
859,64,oil,spray,for frying,FALSO,,,,,,
860,64,mushrooms,125g/4�oz,thinly sliced,FALSO,,,,,,
861,64,spinach,75g/2�oz,,FALSO,,,,,,
862,64,potatoes,100g/3�oz boiled, (or leftover baked,FALSO,,,,,,
863,64,cherry tomatoes,100g/3�oz,halved,FALSO,,,,,,
864,64,eggs,4 medium free-range,beaten,FALSO,,,,,,
865,64,salt,,,VERDADEIRO,,,,,,
866,65,olive oil,dash,,FALSO,,,,,,
867,65,red onion,1,chopped,FALSO,,,,,,
868,65,garlic,1," clove, chopped",FALSO,,,,,,
869,65,spinach,300g/10�oz baby,,FALSO,,,,,,
870,65,mascarpone,2 tbsp,,FALSO,,,,,,
871,65,nutmeg,good grating of fresh,,FALSO,,,,,,
872,65,pancetta,15 slices, (or 6 slices good-quality cooked ham),FALSO,,,,,,
873,65,olive oil,2 tbsp,,FALSO,,,,,,
874,65,shallots,3 large,finely chopped,FALSO,,,,,,
875,65,chestnut mushrooms,100g/3�oz,chopped,FALSO,,,,,,
876,65,sage,2 tsp chopped,,FALSO,,,,,,
877,65,parsley,4 tsp chopped,,FALSO,,,,,,
878,65,garlic,1," clove, finely chopped",FALSO,,,,,,
879,65,white wine,2 tbsp,,FALSO,,,,,,
880,65,dried apricots,5,chopped,FALSO,,,,,,
881,65,breadcrumbs,120g/4�oz fresh,,FALSO,,,,,,
882,65,chicken stock,3�4 tbsp,to bind,FALSO,,,,,,
