id,title,description,recipeLink,keywords,recipeType,ratingCount,ratingValue,authorType,authorName,prepTime,cookTime,recipeCategory,recipeCuisine,serving,nutrition,suitableForDiet,gotImage
37,Lamb doner,"The late night classic gets a healthier makeover, oven-baked and finished with a cook�s blowtorch. Fresh tasting and easy to prepare, this kebab dish weighs in at 650 kcals per serving.

Each serving provides 650 kcal, 52g protein, 40.5g carbohydrates (of which 13g sugars), 29.5g fat (of which 11.5g saturates), 40.5g fibre and 3.9g salt.",https://www.bbc.co.uk/food/recipes/lamb_doner_75979,"quick, fresh start for 1-2, healthy lamb, motivational recipes for 1-2 , posh kebabs, recipes for the confident cook for 1-2, takeaway favourites, tom kerridge's top 10, kebab, lamb mince, egg free, healthy, nut free, pregnancy friendly, Tom Kerridge's Lose Weight For Good",Recipe,10,49,Person,Tom Kerridge,0.00:30:00,0.00:30:00,Main course,Turkish and Middle Eastern,Serves 2,"{'calories': '650kcal', 'carbohydrateContent': '40.5g', 'fatContent': '29.5g', 'fiberContent': '40.5g', 'proteinContent': '52g', 'saturatedFatContent': '11.5g', 'sugarContent': '13g'}",['http://schema.org/LowCalorieDiet'],FALSO
38,Mary Berry�s slow roast leg of lamb with ratatouille,All-in-one pan roast lamb with an aromatic coating and ratatouille-style vegetables. Once it�s in the oven you can forget about it for 4 hours. Great for feeding a crowd because you can make it in advance and forget about it.,https://www.bbc.co.uk/food/recipes/mary_berrys_slow_roasted_76300,"instagram, lovely lamb, mary berry's roast dinners, perfect pot-roasts, sunday lunch for a crowd, easter, easy family dinners, roast dinner, roast lamb, leg of lamb, dairy free, egg free, nut free, pregnancy friendly, Mary Berry's Simple Comforts",Recipe,13,4.38462E+15,Person,Mary Berry,0.00:30:00,0.02:00:00,Main course,,Serves 6,,['http://schema.org/LowLactoseDiet'],FALSO
39,Brioche frangipane apple pudding,"Comfort puddings don�t get better than this; it�s perfect served warm with ice cream, custard, cream or cr�me fra�che, and great for Sunday lunch.
You will need a large shallow ovenproof dish, about 28cm/11in in diameter.",https://www.bbc.co.uk/food/recipes/brioche_frangipane_apple_56909,"autumnal baking, mary berry's roast dinners, afternoon tea, autumn, frangipane, brioche, pregnancy friendly, vegetarian, Mary Berry's Simple Comforts",Recipe,8,425,Person,Mary Berry,0.00:30:00,0.01:00:00,Desserts,,Serves 8,,['http://schema.org/VegetarianDiet'],FALSO
40,Mary's croque monsieur,"Wonderfully naughty snack, brunch or lunch � great for hungry teenagers. Sit a fried egg on top of the sandwich and it becomes a croque madame. Choose a good quality ham, ideally hand carved from a freshly cooked joint.",https://www.bbc.co.uk/food/recipes/mary_berrys_croque_40445,"quick, father's day, lunch, winter, sandwich, ham, pregnancy friendly, Mary Berry's Simple Comforts",Recipe,8,5,Person,Mary Berry,0.00:30:00,0.00:30:00,Light meals & snacks,French,Serves 2,,[],FALSO
41,Ruby-red plum and amaretti crumble,"Along with a lot of not traditionally Italian baking, the good old English crumble has seemed to be gaining popularity � even modishness � in Italy. By all means, use other-coloured plums � or indeed any other fruit you feel like � but be prepared to modify lemon and sugar content accordingly.",https://www.bbc.co.uk/food/recipes/ruby-red_plum_and_83013,"autumn plum, crumbles with a twist, using up older fruits, autumn, dinner party, crumble, amaretti, plum, pregnancy friendly, vegetarian, Nigellissima",Recipe,7,4.85714E+15,Person,Nigella Lawson,0.00:30:00,0.01:00:00,Desserts,Italian,Serves 4,,['http://schema.org/VegetarianDiet'],FALSO
42,"Lamb cutlets with mint, chilli and golden potatoes","If you put your halved baby potatoes on to steam before you get started on the lamb chops, you can fairly effortlessly rely on a proper meat-and-potato supper in around 20 minutes (plus a little marinading time). Steaming the potatoes is, for me, an important stipulation: a steamed spud is a sweet spud; more than that, cooked this way, rather than by boiling, the potatoes are dry when done, which makes them easy to fry to crisp bronzedness.",https://www.bbc.co.uk/food/recipes/lamb_cutlets_with_mint_16788,"quick, easy dinner party, italian easter menu, spring lamb, dinner party, easter, roast dinner, spring recipes , st david's day, new potatoes, lamb chop, dairy free, egg free, gluten free, nut free, pregnancy friendly, Nigellissima",Recipe,7,4.85714E+15,Person,Nigella Lawson,0.00:30:00,0.00:30:00,Main course,Italian,Serves 4,,"['http://schema.org/LowLactoseDiet', 'http://schema.org/GlutenFreeDiet']",FALSO
43,Chocolate pasta with caramel and pecans,"This is really Anna del Conte�s recipe, only I in slovenly fashion use shop-bought chocolate pasta. The ready-made stuff is not available everywhere, but it is worth tracking down for this unconventional but intriguing sweet treat.",https://www.bbc.co.uk/food/recipes/chocolate_pasta_with_64143,"quick, delicious desserts for two, desserts with a difference, nigella's vegetarian valentine's, valentine's day, quick desserts, pregnancy friendly, vegetarian, Nigellissima",Recipe,3,2.33333E+16,Person,Nigella Lawson,0.00:30:00,0.00:30:00,Desserts,Italian,Serves 2,,['http://schema.org/VegetarianDiet'],FALSO
44,Chickpeas with harissa and yoghurt,"Chickpeas are filling, delicious, easy to cook and cheap, making them the perfect choice for students. See also our <a href=""https://www.bbc.co.uk/food/recipes/easy_hummus_96922"">easy hummus recipe</a> and <a href=""https://www.bbc.co.uk/food/recipes/homemade_falafels_with_30527"">easy falafel recipe</a> for more ways to shuzsh up that tin!",https://www.bbc.co.uk/food/recipes/chickpeas_with_harissa_99809,"quick, 10-minute meals, easy chickpea, affordable 30-minute meals for two , clever combinations, easy and cheap one pots, easy recipes for students, perfect pulses, store cupboard, seriously fast food, winter stews, student food, stew, chickpea, harissa, egg free, gluten free, healthy, nut free, pregnancy friendly, vegetarian",Recipe,16,4875,Person,Justine Pattison,0.00:30:00,0.00:30:00,Light meals & snacks,,Serves 2,,"['http://schema.org/GlutenFreeDiet', 'http://schema.org/LowCalorieDiet', 'http://schema.org/VegetarianDiet']",FALSO
45,"Chickpea, spinach and egg curry","This vegetarian low-calorie chickpea curry makes a wonderful, easy after-work meal, and is ready in less than 20 minutes. It's also vegan if you leave out the egg. 

Each serving provides 441 kcal, 26g protein, 92g carbohydrates (of which 8.5g sugars), 20g fat (of which 3.5g saturates), 15g fibre and 0.6g salt. 

With a GI of 45 this meal is <a href=""https://www.bbc.co.uk/food/diets/high_protein_low_GI_diet"">high protein, low GI</a>.",https://www.bbc.co.uk/food/recipes/chickpea_spinach_and_egg_50755,"quick, easy chickpea, 500-calorie dinners, 6 quick and healthy, affordable 30-minute meals for two , best curry, budget curry, cheap meals for two, cooking with tins, easiest ever vegetarian recipes for 1-2, easy egg suppers, easy low-calorie, easy veggie curry, healthy and filling, healthy curry, healthy recipes for two, healthy and quick budget dishes, healthy vegetarian, high-protein low-gi vegetarian , low-calorie curries, low-calorie fakeaways, low-calorie, make the most of tins, perfect pulses, power up on protein, protein-packed vegetarian dinners, quick and cheap dinners, quick budget dinners, quick curry, quick vegetarian, veg-packed comfort food, speedy low-calorie suppers, super speedy recipes for 2 , super speedy vegetarian recipes for 1-2, take a tin of tomatoes, vegan food for winter, veggie meals, world in a store cupboard, diwali, student food, vegetable curry, egg, chickpea, spinach, dairy free, gluten free, healthy, nut free, pregnancy friendly, vegetarian",Recipe,51,4.31373E+15,Person,Sunil Vijayakar,0.00:30:00,0.00:30:00,Main course,Indian,Serves 2,"{'calories': '441kcal', 'carbohydrateContent': '92g', 'fatContent': '20g', 'fiberContent': '15g', 'proteinContent': '26g', 'saturatedFatContent': '3.5g', 'sugarContent': '8.5g'}","['http://schema.org/LowLactoseDiet', 'http://schema.org/GlutenFreeDiet', 'http://schema.org/LowCalorieDiet', 'http://schema.org/VegetarianDiet']",FALSO
46,"Tomato, chickpea and pasta soup","This cheap, quick and easy soup is based on an Italian classic: Pasta e ceci. If you�ve got any fresh herbs to hand, sprinkle a small handful over each bowl of soup before serving. Flatleaf parsley, basil and sage would all work well. 

Each serving provides 391 kcal, 14g protein, 44g carbohydrate (of which 8g sugars), 15g fat (of which 2g saturates), 10g fibre and 0.1g salt.
",https://www.bbc.co.uk/food/recipes/tomato_chickpea_and_78792,"quick, easy chickpea, 15 minute meals, 20 minute meals, 4-ingredient soups, 5 ingredient meals, 6 ingredient one-pot dinners, affordable 30-minute meals for two , easy soup, everyday vegan, filling soups, flask lunch ideas, healthy mediterranean , food to eat when you are sick, healthy lunch ideas, healthy and filling soup, make the most of tins, perfect pulses, store cupboard, vegan soups, summery soup, winter soups, easy family dinners, lunch, student food, winter, vegetable soup, chickpea, pasta, dairy free, egg free, healthy, nut free, pregnancy friendly",Recipe,17,4.58824E+15,Person,Rachel Phipps,0.00:30:00,0.00:30:00,Light meals & snacks,Italian,Serves 2,"{'calories': '391kcal', 'carbohydrateContent': '44g', 'fatContent': '15g', 'fiberContent': '10g', 'proteinContent': '14g', 'saturatedFatContent': '2g', 'sugarContent': '8g'}","['http://schema.org/LowLactoseDiet', 'http://schema.org/LowCalorieDiet']",FALSO
47,A classic sponge cake,"Delia shows you how to bake a perfect sponge cake with a creamy passion fruit filling.

Equipment: You will also need two 8 inch (20 cm) 1� inch (4 cm) deep sponge tins, lightly greased and the bases lined with baking paper.",https://www.bbc.co.uk/food/recipes/aclassicspongecakewi_9406,"father's day cakes , afternoon tea, birthday party, mother's day, sponge cake, passion fruit, nut free, pregnancy friendly",Recipe,7,4.28571E+15,Person,Delia Smith,0.00:30:00,0.01:00:00,Cakes and baking,,Serves 8,,[],FALSO
48,A return to the Black Forest,"This Black Forest roulade is a variation on the retro classic.

Equipment and preparation: You will also need a Swiss roll tin 32x23x1cm/13x9x�in, lined with silicone paper (baking parchment), cut and folded to give a depth of at least 4cm/1�in.",https://www.bbc.co.uk/food/recipes/areturntotheblackfor_67199,"Black Forest g�teau, cherry, gluten free, nut free, vegetarian",Recipe,1,5,Person,Delia Smith,0.02:00:00,0.00:30:00,Cakes and baking,,Serves 10-12,,"['http://schema.org/GlutenFreeDiet', 'http://schema.org/VegetarianDiet']",FALSO
49,Aberdeen butteries (Rowies),,https://www.bbc.co.uk/food/recipes/aberdeenbutteriesrow_92370,"butter, egg free, nut free, pregnancy friendly, The Hairy Bikers' Food Tour of Britain",Recipe,2,25,Person,The Hairy Bikers,0.02:00:00,0.01:00:00,Cakes and baking,British,Makes 16,,[],FALSO
50,Ackee and saltfish,,https://www.bbc.co.uk/food/recipes/ackeeandsaltfish_86812,"egg free, nut free, pregnancy friendly, Something for the Weekend",Recipe,1,5,Person,Simon Rimmer,0.12:00:00,0.01:00:00,Main course,Caribbean,Serves 4,,[],FALSO
51,Ackee and saltfish,Ackee and saltfish is a spicy Caribbean classic and makes a quick but flavourful meal. ,https://www.bbc.co.uk/food/recipes/ackee_and_saltfish_with_73421,"quick, jamaican flavours, salt cod, nut free, pregnancy friendly, Saturday Kitchen",Recipe,1,5,Person,Andi Oliver,0.00:30:00,0.00:30:00,Main course,Caribbean,Serves 4,,[],FALSO
52,Adaptable bean soup,"Nigel Slater's budget-friendly bean soup is healthy and filling. Chop and change the ingredients for your favourite vegetables and beans.

This meal provides 183 kcal, 6g protein, 18.5g carbohydrate (of which 10g sugars), 9.5g fat (of which 1.3g saturates), 6.5g fibre and 1.7g salt per portion.",https://www.bbc.co.uk/food/recipes/nigelsadaptablebeans_92230,"quick, 200-calorie lunch, cheap soups, autumnal soups, cheap slow cooker and batch meals for one, flexible, healthy and filling soup, summery soup, warming soup, autumn, student food, vegetable soup, cannellini beans, egg free, healthy, nut free, pregnancy friendly, Nigel Slater's Simple Suppers",Recipe,11,5,Person,Nigel Slater,0.00:30:00,0.00:30:00,Light meals & snacks,,Serves 4,"{'calories': '183kcal', 'carbohydrateContent': '18.5g', 'fatContent': '9.5g', 'fiberContent': '6.5g', 'proteinContent': '6g', 'saturatedFatContent': '1.3g', 'sugarContent': '10g'}",['http://schema.org/LowCalorieDiet'],FALSO
53,Adhraki gosht (lamb masala in a tomato and ginger sauce),,https://www.bbc.co.uk/food/recipes/adhrakigoshtlambmasa_77225,"egg free, nut free, pregnancy friendly, Saturday Kitchen",Recipe,,,Person,Andy Varma,0.00:30:00,0.01:00:00,Main course,Pakistani,Serves 2-3,,[],FALSO
54,Adjaruli khachapuri (Georgian bread),"These breads are a traditional snack from Georgia and in this recipe, one is filled with lamb and one with spinach and cheese. ",https://www.bbc.co.uk/food/recipes/adjaruli_khachapuri_76214,"pizza, lamb mince, pregnancy friendly, Saturday Kitchen",Recipe,,,Person,Donal Skehan,0.02:00:00,0.01:00:00,Light meals & snacks,East European,Serves 6,,[],FALSO
55,Affogato,"Affogato means �drowned�, which is exactly what you do to a scoop of vanilla ice cream with a strong shot of hot espresso. The pleasure of this classic dessert is the immediacy � the hot meeting the cold and tasting at all stages of melting, first with a spoon and then drinking the last drops straight from the bowl. It�s fun for everyone to count down �3, 2, 1�, then drown the four scoops of vanilla ice cream with the espressos.",https://www.bbc.co.uk/food/recipes/affogato_72443,"quick, easy dessert, italian-inspired desserts, dinner party, ice cream, coffee, nut free, pregnancy friendly, vegetarian",Recipe,5,4,Person,Rachel Roddy,0.00:30:00,0.00:00:00,Desserts,Italian,Serves 4,,['http://schema.org/VegetarianDiet'],FALSO
56,Aged sirloin steak with Thai salad and toasted hazelnuts,"This steak recipe works as a quick and easy midweek supper or a dinner party main. If you'd rather not use an aged sirloin steak, one that hasn't been aged will work well, too.",https://www.bbc.co.uk/food/recipes/aged_sirloin_steak_with_62354,"quick, sirloin, egg free, pregnancy friendly, Saturday Kitchen",Recipe,,,Person,James Martin,0.00:30:00,0.00:10:00,Main course,Thai and South-East Asian,Serves 4,,[],FALSO
57,A�oli,,https://www.bbc.co.uk/food/recipes/aioli_81090,"quick, dairy free, nut free, vegetarian, Stately Suppers",Recipe,3,4.66667E+15,Person,James Martin,0.00:30:00,0.00:00:00,Other,French,Serves 4,,"['http://schema.org/LowLactoseDiet', 'http://schema.org/VegetarianDiet']",FALSO
58,Ajitsuke tamago (Japanese pickled eggs),"Runny in the middle and marinated for 12 hours in Japanese flavourings, these soft-boiled eggs will make your ramen look and taste like the real deal. 

Equipment and preparation: you will need a small piece of clean muslin or half a clean jay cloth for this recipe.
",https://www.bbc.co.uk/food/recipes/ajitsuke_tamago_japanese_65686,"dairy free, nut free, vegetarian, The Hairy Bikers' Asian Adventure",Recipe,,,Person,The Hairy Bikers,0.12:00:00,0.00:10:00,Side dishes,Japanese,Makes 6,,"['http://schema.org/LowLactoseDiet', 'http://schema.org/VegetarianDiet']",FALSO
59,Ajo blanco,"This white gazpacho soup should be creamy with a mild hit of garlic. You don�t have to peel the grapes, but it�s so much better if you do � it means there is no hint of tannin, just a bright, crisp sweetness.",https://www.bbc.co.uk/food/recipes/ajo_blanco_29893,"chilled soup, almond, dairy free, egg free, pregnancy friendly, vegan, vegetarian, Hairy Bikers' Mediterranean Adventure",Recipe,,,Person,The Hairy Bikers,0.02:00:00,0.00:10:00,Light meals & snacks,Spanish,Serves 4,,"['http://schema.org/LowLactoseDiet', 'http://schema.org/VeganDiet', 'http://schema.org/VegetarianDiet']",FALSO
